Station Number,Standard Route Identifier,Mile Marker,Latitude,Longitude,County Code,Municipal Code,County,Municipality,Annual Average Daily Traffic,Annual Average Daily Traffic North/East (See Direction Field),Annual Average Daily Traffic South/West (See Direction Field),Year,Station Type,Direction
11n157r,00000080__Y106050,60.5,40.90176,-74.13029,2,211,Bergen,Elmwood Park Boro,0,0,3651,01/01/2012,ramp,West
12n880r,00000046__X106680,,40.88194742,-74.08249998,2,231,Bergen,Lodi Boro,0,0,4053,01/01/2012,ramp,West
11c196r,00000001__X103280,32.8,40.5371,-74.34435,12,1205,Middlesex,Edison Twp,0,0,2720,01/01/2012,ramp,South
2-4-648,16000673__,0.25,40.92331185,-74.17974949,16,1608,Passaic,Paterson City,20553,10551,10002,01/01/2012,Volume 48hrs,North/South
110351,03000628__,0.19,40.003136,-74.780965,3,323,Burlington,Mount Holly Twp,4662,2156,2506,01/01/2012,Volume 48hrs,North/South
2-5-402,00000511__,18.28,41.00302225,-74.3368533,14,1403,Morris,Butler Boro,8965,4588,4377,01/01/2012,Volume 48hrs,North/South
11s116r,00000055__Y103260,32.59,39.48675326,-75.07187711,6,614,Cumberland,Vineland City,0,0,1337,01/01/2012,ramp,South
12s066r,00000038__X100150,0.01,39.93611902,-75.05345301,4,409,Camden,Cherry Hill Twp,0,0,4462,01/01/2012,ramp,West
12n156r,00000287__Y105290,52.9,40.986618,-74.31071,14,1433,Morris,Riverdale Boro,0,0,5460,01/01/2012,ramp,South
11c179r,00000001__X100810,8.1,40.29835,-74.6795,11,1113,Mercer,West Windsor Twp,0,0,7363,01/01/2012,ramp,South
11s155r,00000070__X100100,0.97,39.92867447,-75.05646426,4,409,Camden,Cherry Hill Twp,0,0,5094,01/01/2012,ramp,West
11c192r,00000001__X102640,0.04,40.47441803,-74.42848721,12,1215,Middlesex,North Brunswick Twp,0,0,7923,01/01/2012,ramp,South
12n802r,00000003__X100010,0.09,40.87077,-74.18811,16,1602,Passaic,Clifton City,0,0,4641,01/01/2012,ramp,West
091324,00000524__,13.45,40.18876401,-74.47058402,13,1332,Monmouth,Millstone Twp,2566,1240,1326,01/01/2012,Volume 48hrs,East/West
091321,00000516Z_,0.29,40.4112833,-74.2323194,13,1329,Monmouth,Matawan Boro,12739,5902,6837,01/01/2012,Volume 48hrs,North/South
12n884r,00000046__Y106610,,40.88638196,-74.09069432,2,231,Bergen,Lodi Boro,0,0,4780,01/01/2012,ramp,West
7-7-155,00000295__,1.22,39.67757001,-75.48932455,17,1702,Salem,Elmer Boro,30225,14650,15575,01/01/2012,Volume 48hrs,North/South
1-6-044,00000206__,103.37,40.98639784,-74.74210328,19,1901,Sussex,Andover Boro,17714,8553,9161,01/01/2012,Volume 48hrs,North/South
1-6-122,00000094__,30.97,41.1115979,-74.63741763,19,1918,Sussex,Sparta Twp,14517,7011,7506,01/01/2012,Volume 48hrs,East/West
12n897r,00000046__Y106220,,40.88033223,-74.14965793,16,1602,Passaic,Clifton City,0,0,7378,01/01/2012,ramp,West
1-6-272,10000635__,5.39,40.70044151,-74.95967985,10,1013,Hunterdon,Hampton Boro,1912,1117,795,01/01/2012,Classification 48hrs,North/South
12n031r,00000280__B100490,4.9,40.8126,-74.31107,7,718,Essex,Roseland Boro,0,0,4127,01/01/2012,ramp,South
12n028r,00000280__B100150,1.5,40.84851,-74.354256,14,1429,Morris,Parsippany-Troy Hills Twp,0,0,8475,01/01/2012,ramp,South
110370,03000636__,5.03,39.98212613,-74.86074005,3,324,Burlington,Mount Laurel Twp,6532,3122,3410,01/01/2012,Volume 48hrs,North/South
12n890r,00000046__X106410,,40.89386824,-74.12581292,2,211,Bergen,Elmwood Park Boro,0,0,5116,01/01/2012,ramp,West
12n889r,00000046__Y106410,,40.89388589,-74.12593661,2,211,Bergen,Elmwood Park Boro,0,0,7066,01/01/2012,ramp,West
091320,00000079__,4.95,40.307725,-74.2515583,13,1328,Monmouth,Marlboro Twp,30532,14417,16115,01/01/2012,Volume 48hrs,North/South
12s010r,00000042__X100870,8.77,39.80184184,-75.05525304,4,415,Camden,Gloucester Twp,0,0,10137,01/01/2012,ramp,South
11c205r,00000001__Y100820,0.13,40.29874802,-74.67929203,11,1113,Mercer,West Windsor Twp,0,0,5524,01/01/2012,ramp,South
3-0-797,20171002__,0.06,40.71188196,-74.31026316,20,2017,Union,Springfield Twp,769,324,445,01/01/2012,Volume 48hrs,North/South
110348,03000626__,2.97,40.026632,-74.90365,3,338,Burlington,Willingboro Twp,18551,9163,9388,01/01/2012,Volume 48hrs,East/West
11n171r,00000080__Y203510,35.1,40.91209,-74.54857,14,1435,Morris,Rockaway Twp,0,0,6898,01/01/2012,ramp,West
11s114r,00000055__Y102980,29.85,39.44916409,-75.06487988,6,614,Cumberland,Vineland City,0,0,654,01/01/2012,ramp,South
122121,00000046__,17.9,40.863815,-74.87571,21,2112,Warren,Independence Twp,7735,3933,3802,01/01/2012,major,East/West
11c178r,00000001__X100770,7.7,40.292126,-74.686195,11,1107,Mercer,Lawrence Twp,0,0,4868,01/01/2012,ramp,West
1-7-557,00000023__,44.3,41.26316242,-74.63474247,19,1924,Sussex,Wantage Twp,3890,1952,1938,01/01/2012,Classification 48hrs,North/South
122121,00000046__,17.9,40.863815,-74.87571,21,2112,Warren,Independence Twp,7252,3679,3573,01/01/2012,major,East/West
11n170r,00000080__Z105940,59.4,40.90357,-74.15755,16,1608,Passaic,Paterson City,0,0,14423,01/01/2012,ramp,West
12n913r,00000046__X106000,,40.871883,-74.19017,16,1602,Passaic,Clifton City,0,0,4078,01/01/2012,ramp,West
11n123r,00000080__X200480,4.8,40.92819,-75.08998,21,2113,Warren,Knowlton Twp,0,0,1590,01/01/2012,ramp,West
091327,00000524__,7.48,40.1836083,-74.5742889,13,1351,Monmouth,Upper Freehold Twp,11342,5592,5750,01/01/2012,Volume 48hrs,East/West
11n122r,00000080__X106670,66.7,40.86762,-74.04226,2,223,Bergen,Hackensack City,0,0,5059,01/01/2012,ramp,West
122121,00000046__,17.9,40.863815,-74.87571,21,2112,Warren,Independence Twp,3579,2124,1455,01/01/2012,major,East/West
11n121r,00000080__X106590,65.9,40.86906,-74.05494,2,259,Bergen,South Hackensack Twp,0,0,5356,01/01/2012,ramp,West
110349,03000626__,7,40.008703,-74.837699,3,337,Burlington,Westampton Twp,22347,11219,11128,01/01/2012,Volume 48hrs,East/West
12n155r,00000287__Y104690,46.9,40.916443,-74.37264,14,1421,Morris,Montville Twp,0,0,5021,01/01/2012,ramp,South
11s119r,00000055__X103270,32.64,39.48745148,-75.07182458,6,614,Cumberland,Vineland City,0,0,3267,01/01/2012,ramp,South
1-7-047,00000031__,44.22,40.77782145,-74.97639289,21,2122,Warren,Washington Twp,10908,5827,5081,01/01/2012,Volume 48hrs,North/South
12s121r,00000047__Y104220,42.5,39.42843217,-75.04268454,6,610,Cumberland,Millville City,0,0,6425,01/01/2012,ramp,South
12s099r,00000040__Y102530,25.35,39.58290036,-75.07511862,8,805,Gloucester,Franklin Twp,0,0,401,01/01/2012,ramp,South
12s068r,00000038__Y100160,0.04,39.93625003,-75.05160303,4,409,Camden,Cherry Hill Twp,0,0,492,01/01/2012,ramp,West
110358,03000630__,7.48,40.013194,-74.81433,3,337,Burlington,Westampton Twp,12567,6560,6007,01/01/2012,Volume 48hrs,East/West
12s120r,00000047__A104220,42.43,39.42751923,-75.03746516,6,610,Cumberland,Millville City,0,0,2841,01/01/2012,ramp,South
12n876r,00000046__B106800,,40.86790874,-74.06473467,2,225,Bergen,Hasbrouck Heights Boro,0,1189,0,01/01/2012,ramp,East
12s100r,00000040__X102540,25.42,39.58237937,-75.07411386,8,805,Gloucester,Franklin Twp,0,0,1309,01/01/2012,ramp,South
090230,00000507__,17.47,40.95969872,-74.12953019,2,222,Bergen,Glen Rock Boro,10759,5342,5417,01/01/2012,Volume 48hrs,North/South
12s070r,00000038__X100170,0.01,39.93619801,-75.05119904,4,409,Camden,Cherry Hill Twp,0,0,715,01/01/2012,ramp,West
11n105r,00000080__X104790,47.9,40.86227,-74.33848,14,1421,Morris,Montville Twp,0,0,4894,01/01/2012,ramp,West
110353,03000630__,0.21,40.062663,-74.917321,3,302,Burlington,Beverly City,2537,1382,1155,01/01/2012,Volume 48hrs,East/West
110352,03000628__,1.9,40.02699663,-74.77221382,3,311,Burlington,Eastampton Twp,4647,2205,2442,01/01/2012,Volume 48hrs,North/South
1-7-640,00000023__,41.69,41.23013459,-74.61738558,19,1924,Sussex,Wantage Twp,7186,3637,3549,01/01/2012,Volume 48hrs,North/South
12n885r,00000046__X106610,,40.88633024,-74.09046862,2,231,Bergen,Lodi Boro,0,0,2419,01/01/2012,ramp,West
11s122r,00000055__X103280,32.8,39.48985975,-75.07147519,6,614,Cumberland,Vineland City,0,0,1441,01/01/2012,ramp,South
12n862r,00000046__A107160,,40.84354344,-74.00607015,2,249,Bergen,Ridgefield Boro,0,18113,0,01/01/2012,ramp,East
112073,20000655__,6.09,40.67083,-74.4055,20,2001,Union,Berkeley Heights Twp,20903,14410,6493,01/01/2012,Volume 48hrs,North/South
12s122r,00000047__X104230,42.48,39.42824428,-75.04144288,6,610,Cumberland,Millville City,0,0,1448,01/01/2012,ramp,South
120009,00000009__,110.42,40.210056,-74.258262,13,1321,Monmouth,Keansburg Boro,,25294,,01/01/2012,Volume 48hrs,North
120001,00000001__,44.89,40.67104,-74.201487,20,2004,Union,Elizabeth City,,25668,,01/01/2012,Volume 48hrs,North
090219,00000503__,10,40.94511963,-74.02899369,2,244,Bergen,Oradell Boro,14859,7392,7467,01/01/2012,Classification 48hrs,North/South
120008,00000009__,108.43,40.182646,-74.247097,13,1321,Monmouth,Keansburg Boro,,,25269,01/01/2012,Volume 48hrs,South
111425,14000618__,10.8,41.00379569,-74.36182358,14,1415,Morris,Kinnelon Boro,7529,4400,3129,01/01/2012,Volume 48hrs,North/South
12c069r,00000287__B100330,3.3,40.542675,-74.39123,12,1205,Middlesex,Edison Twp,,,,01/01/2012,ramp,North
1-4-223,00000202__,51.27,40.8677769,-74.4226807,14,1429,Morris,Parsippany-Troy Hills Twp,15579,8178,7401,01/01/2012,Volume 48hrs,North/South
12s171r,00000295__Y101460,0.23,39.8056368,-75.30434181,8,809,Gloucester,Logan Twp,0,0,344,01/01/2012,ramp,South
11s140r,00000055__Y105330,53.31,39.75522923,-75.13310859,8,810,Gloucester,Mantua Twp,0,0,2945,01/01/2012,ramp,South
12s164r,00000295__X101060,0.01,39.7633567,-75.35949478,8,809,Gloucester,Logan Twp,0,0,11040,01/01/2012,ramp,South
12n878r,00000046__B106780,,40.87122965,-74.0673786,2,225,Bergen,Hasbrouck Heights Boro,0,872,0,01/01/2012,ramp,East
12c048r,00000287__,4.4,40.552288,-74.41107,12,1222,Middlesex,South Plainfield Boro,,15034,,01/01/2012,ramp,North
12n871r,00000046__A106830,,40.8635913,-74.06153039,2,262,Bergen,Teterboro Boro,0,3610,0,01/01/2012,ramp,East
11s134r,00000055__X104540,45.41,39.65171827,-75.12413475,8,804,Gloucester,Elk Twp,0,0,3800,01/01/2012,ramp,South
12s130r,00000047__A106930,69.44,39.79545882,-75.11521789,8,802,Gloucester,Deptford Twp,0,0,1618,01/01/2012,ramp,South
12c075r,00000287__B101010,10.1,40.54061,-74.509315,12,1217,Middlesex,Piscataway Twp,,1766,,01/01/2012,ramp,North
12n164r,00000287__Y203640,36.4,40.79735,-74.46891,14,1424,Morris,Morristown Town,0,0,4637,01/01/2012,ramp,South
11n151r,00000080__Y105450,54.5,40.89972,-74.23254,16,1612,Passaic,Totowa Boro,0,0,5485,01/01/2012,ramp,West
7-5-305,00000045__,17.54,39.73375953,-75.22434665,8,808,Gloucester,Harrison Twp,13953,7053,6900,01/01/2012,Volume 48hrs,North/South
12c185r,00000018__Y101450,14.5,40.280178,-74.08825,13,1336,Monmouth,Tinton Falls Boro,,,4363,01/01/2012,ramp,South
12s167r,00000295__X101180,0.01,39.77811417,-75.34022437,8,809,Gloucester,Logan Twp,0,0,1719,01/01/2012,ramp,South
12s165r,00000295__Y101170,0.2,39.77723309,-75.34110243,8,809,Gloucester,Logan Twp,0,0,3053,01/01/2012,ramp,South
120042,00000561__,10.72,40.430372,-74.188427,13,1318,Monmouth,Holmdel Twp,5342,2565,2777,01/01/2012,Volume 48hrs,East/West
090206,02000072__,1.87,40.90444041,-73.93999203,2,261,Bergen,Tenafly Boro,11274,6007,5267,01/01/2012,Classification 48hrs,East/West
120046,130000071_,2.74,40.437669,-74.138158,13,1318,Monmouth,Holmdel Twp,1655,1240,415,01/01/2012,Volume 48hrs,North/South
12s168r,00000295__Y101200,0.14,39.77987653,-75.33845271,8,809,Gloucester,Logan Twp,0,0,2428,01/01/2012,ramp,South
11s143r,00000055__Y105350,53.59,39.75755696,-75.12883422,8,810,Gloucester,Mantua Twp,0,0,851,01/01/2012,ramp,South
11s141r,00000055__X105340,53.41,39.75610401,-75.13157164,8,810,Gloucester,Mantua Twp,0,0,5379,01/01/2012,ramp,South
11s147r,00000055__X105880,59.01,39.82984134,-75.10464513,8,802,Gloucester,Deptford Twp,0,0,3998,01/01/2012,ramp,South
1-4-502,21000641__,0.51,40.6590228,-75.15756993,21,2102,Warren,Alpha Boro,751,379,372,01/01/2012,Volume 48hrs,North/South
003120,00000440__,21.3,40.67535,-74.10422,9,901,Hudson,Bayonne City,35214,16482,18732,01/01/2013,Continous Volume,North/South
1-4-326,00000122__,0.95,40.676401,-75.163039,21,2120,Warren,Pohatcong Twp,8978,4149,4829,01/01/2013,Volume 48hrs,East/West
7-5-407,00000538__,16.12,39.61682605,-75.06936809,8,805,Gloucester,Franklin Twp,4682,2373,2309,01/01/2013,Volume 48hrs,East/West
091523,00000526__,29.01,40.123436,-74.26445,15,1511,Ocean,Jackson Twp,17172,8152,9020,01/01/2013,Volume 48hrs,East/West
7-5-408,00000540__,30,39.50157003,-75.10095404,17,1711,Salem,Quinton Twp,3968,1958,2010,01/01/2013,Volume 48hrs,East/West
13c026r,00000018__B102820,28.2,40.346027,-74.282326,13,1328,Monmouth,Marlboro Twp,,746,,01/01/2013,ramp,North
7-5-511,08000689__,5.12,39.72205704,-75.01990307,8,811,Gloucester,Monroe Twp,26300,13023,13277,01/01/2013,Volume 48hrs,East/West
13c077r,00000022__Y103880,38.8,40.579845,-74.52649,18,1804,Somerset,Bound Brook Boro,,,1901,01/01/2013,ramp,West
1302a8,02000039__,10.94,40.990736,-73.96871,2,224,Bergen,Harrington Park Boro,9540,4949,4591,01/01/2013,Volume 48hrs,North/South
12n931r,00000022__Y105930,59.25,40.70790688,-74.19667921,7,714,Essex,Newark City,,,2646,01/01/2013,ramp,West
121918,00000206__,125.99,41.2554695,-74.80090954,19,1917,Sussex,Sandyston Twp,8068,4054,4014,01/01/2013,Volume 48hrs,North/South
091529,00000526__,33.08,40.1054944,-74.1927694,15,1514,Ocean,Lakewood Twp,14418,6903,7515,01/01/2013,Volume 48hrs,East/West
7-5-603,04041154__,0.03,39.8666056,-75.0675889,4,404,Camden,Bellmawr Boro,564,280,284,01/01/2013,Volume 48hrs,North/South
12n688r,00000004__X100580,5.8,40.90524948,-74.03221726,2,223,Bergen,Hackensack City,,,3269,01/01/2013,ramp,West
1-4-604,18011002__,2.07,40.71214275,-74.71952136,18,1801,Somerset,Bedminster Twp,1198,638,560,01/01/2013,Volume 48hrs,North/South
091420,00000513__,39.47,40.86587049,-74.58031204,14,1432,Morris,Randolph Twp,10127,4873,5254,01/01/2013,Volume 48hrs,North/South
13ms1a,00000044__,7.67,39.83748645,-75.21177362,8,802,Gloucester,Deptford Twp,3936,1802,2134,01/01/2013,major,North/South
131506,00000072__,24.01,39.686478,-74.25021,15,1530,Ocean,Stafford Twp,31036,15780,15256,01/01/2013,Volume 48hrs,East/West
121419,00000202__,60.43,40.922376,-74.30530477,14,1416,Morris,Lincoln Park Boro,12781,6525,6256,01/01/2013,Volume 48hrs,North/South
12n829r,00000078__Y305720,57.35,40.706207,-74.177315,7,714,Essex,Newark City,,,1494,01/01/2013,ramp,West
13ms3a,00000070__,15.33,39.90143002,-74.79841999,3,320,Burlington,Medford Twp,20253,10005,10248,01/01/2013,major,East/West
131902,19000661__,2.96,41.131708,-74.656818,19,1913,Sussex,Lafayette Twp,1246,645,601,01/01/2013,major,North/South
1-7-674,19000617__,8.94,41.14194168,-74.83952125,19,1910,Sussex,Hampton Twp,695,355,340,01/01/2013,Volume 48hrs,North/South
131902,19000661__,2.96,41.131708,-74.656818,19,1913,Sussex,Lafayette Twp,1084,564,520,01/01/2013,major,North/South
4-4-460,00000539__,39,40.126538,-74.524459,13,1351,Monmouth,Upper Freehold Twp,11182,5696,5486,01/01/2013,Classification 48hrs,North/South
12n840r,00000078__X105510,54.97,40.716335,-74.2192,7,714,Essex,Newark City,,,8892,01/01/2013,ramp,West
000018,00000018__,26.55,40.323296,-74.268866,13,1328,Monmouth,Marlboro Twp,47678,23164,24514,01/01/2013,Weigh in Motion,North/South
12n723r,00000004__Y100240,2.32,40.92605164,-74.08890917,2,246,Bergen,Paramus Boro,,,11504,01/01/2013,ramp,West
13ms5a,00000206__,26.29,40.01139061,-74.7330717,3,334,Burlington,Springfield Twp,14920,7464,7456,01/01/2013,major,North/South
090607,00000553__,1.93,39.24939,-75.06151,6,602,Cumberland,Commercial Twp,736,379,357,01/01/2013,Volume 48hrs,North/South
4-4-357,00000171__,2.67,40.49150703,-74.44582201,12,1214,Middlesex,New Brunswick City,11125,6363,4762,01/01/2013,Volume 48hrs,North/South
12s141r,00000295__A100130,1.33,39.67686108,-75.48771172,17,1702,Salem,Elmer Boro,,1395,,01/01/2013,ramp,North
6-0-459,15000612__,0.07,39.791149,-74.194152,15,1520,Ocean,Ocean Twp,2407,1337,1070,01/01/2013,Volume 48hrs,East/West
12n933r,00000022__B105800,58.03,40.69648598,-74.21814706,20,2007,Union,Hillside Twp,,3841,,01/01/2013,ramp,East
1-8-563,19000642__,0.93,41.26019942,-74.55068893,19,1924,Sussex,Wantage Twp,1067,540,527,01/01/2013,Volume 48hrs,East/West
131901,19000619__,1.79,41.06603042,-74.83914869,19,1920,Sussex,Stillwater Twp,648,340,308,01/01/2013,major,North/South
1-4-642,14291403__,0.77,40.87840087,-74.37673216,14,1429,Morris,Parsippany-Troy Hills Twp,1749,791,958,01/01/2013,Volume 48hrs,East/West
12n943r,00000022__A105560,55.66,40.69365066,-74.26125725,20,2019,Union,Union Twp,,9733,,01/01/2013,ramp,East
1-8-561,19000651__,2.82,41.29145552,-74.60022708,19,1924,Sussex,Wantage Twp,268,138,130,01/01/2013,Volume 48hrs,North/South
13c002r,00000001__B102530,25.3,40.46582,-74.441925,12,1215,Middlesex,North Brunswick Twp,,74,,01/01/2013,ramp,North
131308,13281069__,0.5,40.392033,-74.259094,13,1328,Monmouth,Marlboro Twp,1378,741,637,01/01/2013,Volume 48hrs,East/West
12n942r,00000022__X105560,55.55,40.69393325,-74.26375166,20,2019,Union,Union Twp,,,5469,01/01/2013,ramp,West
4-4-619,12171248__,0.24,40.5675639,-74.4498472,12,1217,Middlesex,Piscataway Twp,5773,2750,3023,01/01/2013,Volume 48hrs,East/West
12n936r,00000022__X105630,56.19,40.69772791,-74.25247563,20,2019,Union,Union Twp,,,3815,01/01/2013,ramp,West
13ms7a,00000552__,3.39,39.4374993,-75.16947607,6,613,Cumberland,Upper Deerfield Twp,6471,3001,3470,01/01/2013,major,East/West
12n935r,00000022__B105640,56.23,40.69697885,-74.25161374,20,2019,Union,Union Twp,,4652,,01/01/2013,ramp,East
2-5-316,00000021__,9.61,40.827837,-74.122391,16,1602,Passaic,Clifton City,47110,22381,24729,01/01/2013,Volume 48hrs,North/South
12n941r,00000022__B105570,55.69,40.69415867,-74.2609238,20,2019,Union,Union Twp,,2441,,01/01/2013,ramp,East
2-4-622,02461317__,0.38,40.97277665,-74.08320845,2,246,Bergen,Paramus Boro,1226,659,567,01/01/2013,Volume 48hrs,East/West
12n937r,00000022__A105630,56.22,40.697025,-74.25172,20,2019,Union,Union Twp,,5360,,01/01/2013,ramp,East
2-4-604,02151632__,0.17,40.88803152,-73.95907507,2,215,Bergen,Englewood City,3721,1913,1808,01/01/2013,Volume 48hrs,North/South
12n939r,00000022__X105580,55.72,40.69546165,-74.26117912,20,2019,Union,Union Twp,,,2673,01/01/2013,ramp,West
00018B,00000018__,16,40.281157,-74.116864,13,1309,Monmouth,Colts Neck Twp,36977,18439,18538,01/01/2013,Weigh in Motion,North/South
12s140r,00000295__B100110,0.18,39.67863979,-75.49049531,17,1709,Salem,Pilesgrove Twp,,2082,,01/01/2013,ramp,North
110004,00000001__,34.29,40.550939,-74.320202,12,1225,Middlesex,Woodbridge Twp,,47578,,01/01/2013,Volume 48hrs,North
12n944r,00000022__B105550,55.33,40.69103079,-74.26688554,20,2019,Union,Union Twp,,1157,,01/01/2013,ramp,East
1302a7,02000039__,4.93,40.910736,-73.99797,2,260,Bergen,Teaneck Twp,18773,9216,9557,01/01/2013,Volume 48hrs,North/South
091111,00000579__,3.58,40.2811583,-74.8346222,11,1102,Mercer,Ewing Twp,5020,2530,2490,01/01/2013,Volume 48hrs,North/South
00195B,00000195__,4,40.202151,-74.652137,11,1103,Mercer,Hamilton Twp,0,35125,0,01/01/2013,Weigh in Motion,East/West
090431,00000536__,33,39.72331,-74.85107,4,435,Camden,Waterford Twp,2024,953,1071,01/01/2013,Classification 48hrs,East/West
110008,00000001__,35.7,40.563412,-74.299147,12,1225,Middlesex,Woodbridge Twp,,28130,,01/01/2013,Volume 48hrs,North
13n040r,00000001T_A100010,0.04,40.733223,-74.12297,7,714,Essex,Newark City,,,3874,01/01/2013,ramp,South
110007,00000001__,35.5,40.561601,-74.301945,12,1225,Middlesex,Woodbridge Twp,,,29509,01/01/2013,Volume 48hrs,South
12s139r,00000295__Y100100,0.19,39.67999176,-75.49125885,17,1709,Salem,Pilesgrove Twp,,,2874,01/01/2013,ramp,South
2-4-619,02381063__,0.18,40.93267114,-74.02064881,2,238,Bergen,New Milford Boro,931,467,464,01/01/2013,Volume 48hrs,East/West
091544,00000549__,3.01,39.9880556,-74.1774194,15,1507,Ocean,Toms River Twp,34497,16410,18087,01/01/2013,Volume 48hrs,North/South
2n5h709,09000681__,5.55,40.79749845,-74.05841519,9,909,Hudson,Secaucus Town,10735,5584,5151,01/01/2013,Volume 48hrs,North/South
12s114r,00000041__A101340,0.06,39.94519646,-74.98202372,3,319,Burlington,Maple Shade Twp,,1714,,01/01/2013,ramp,North
6-4-329,00000035__,3,39.94513314,-74.079165,15,1526,Ocean,Seaside Heights Boro,17204,7855,9349,01/01/2013,Volume 48hrs,North/South
12s112r,00000041__A100340,0.22,39.83095377,-75.08843606,8,802,Gloucester,Deptford Twp,,4292,,01/01/2013,ramp,North
13ms9a,01000666__,7.87,39.41846772,-74.84198017,1,123,Atlantic,Weymouth Twp,953,481,472,01/01/2013,major,North/South
091122,00000569__,8.41,40.3886306,-74.7573889,11,1106,Mercer,Hopewell Twp,4803,2460,2343,01/01/2013,Volume 48hrs,North/South
2-4-634,02331107__,0.3,41.05460408,-74.18142004,2,233,Bergen,Mahwah Twp,186,89,97,01/01/2013,Volume 48hrs,East/West
12n947r,00000022__B105210,52.01,40.68414106,-74.32900299,20,2017,Union,Springfield Twp,,3330,,01/01/2013,ramp,East
6-4-329,00000035__,3,39.94513314,-74.079165,15,1526,Ocean,Seaside Heights Boro,17204,7855,9349,01/01/2013,Volume 48hrs,North/South
12n685r,00000004__B100630,6.15,40.90064646,-74.02901811,2,260,Bergen,Teaneck Twp,,2153,,01/01/2013,ramp,East
6-4-308,00000033__,35.92,40.2192861,-74.1264528,13,1352,Monmouth,Wall Twp,24603,11188,13415,01/01/2013,Volume 48hrs,East/West
